transaction_id,customer_id,country,amount,payment_method,device,hour,fraud
148,C879,UK,2974.4,NetBanking,Tablet,20,0
149,C132,India,1727.72,Wallet,Tablet,4,0
150,C147,USA,179.35,UPI,Laptop,3,0
151,C602,Singapore,2710.5,Debit Card,Tablet,21,0
152,C506,UAE,1942.29,Credit Card,Mobile,14,0
153,C673,India,509.88,Credit Card,Laptop,23,0
154,C827,Germany,4010.59,UPI,Tablet,9,0
155,C904,Germany,4575.81,Debit Card,Tablet,4,0
156,C198,USA,3784.19,UPI,Laptop,13,0
157,C783,USA,4113,Debit Card,Mobile,23,1
158,C971,Singapore,1086.37,Wallet,Laptop,20,1
159,C825,UAE,1321.55,Wallet,Mobile,12,0
160,C646,Singapore,1046.6,NetBanking,Mobile,18,0
161,C838,USA,3826.49,NetBanking,Tablet,7,0
162,C712,USA,4739.85,Wallet,Laptop,11,0
163,C561,Germany,3585.6,NetBanking,Laptop,19,0
164,C742,USA,4407.93,Wallet,Tablet,18,0
165,C868,UK,3195.3,UPI,Tablet,18,0
166,C104,India,1941.36,Credit Card,Mobile,5,0
167,C317,USA,2131.68,Wallet,Tablet,7,0
168,C602,Singapore,381.23,Wallet,Laptop,9,0
169,C866,UAE,162.13,Wallet,Tablet,20,0
170,C497,UAE,3478.9,NetBanking,Tablet,16,0
171,C970,UAE,2194.95,NetBanking,Tablet,0,0
172,C894,UK,2763.31,NetBanking,Tablet,18,1
173,C492,Singapore,2790.52,NetBanking,Tablet,11,0
174,C306,UK,1390.49,UPI,Mobile,21,0
175,C114,USA,2382.08,Wallet,Tablet,1,0
176,C957,India,2356.45,UPI,Tablet,16,0
177,C653,UAE,1945.19,NetBanking,Laptop,6,0
178,C991,Singapore,4104.27,UPI,Tablet,13,0
179,C560,UAE,2258.56,Wallet,Laptop,13,0
180,C790,UK,3020.2,Wallet,Laptop,11,0
181,C674,Germany,4478.12,NetBanking,Laptop,15,0
182,C963,USA,4331.84,Wallet,Laptop,17,0
183,C842,India,4452.66,UPI,Mobile,7,0
184,C340,USA,1353.67,Debit Card,Mobile,1,0
185,C663,Germany,179.74,Wallet,Laptop,10,0
186,C195,India,1309.03,UPI,Mobile,0,0
187,C833,Germany,1397.14,UPI,Mobile,9,0
188,C584,USA,4547.25,UPI,Tablet,17,0
189,C506,UK,3247.97,Wallet,Mobile,15,0
190,C330,USA,413.11,Debit Card,Laptop,1,0
191,C848,USA,681.22,NetBanking,Laptop,22,0
192,C754,USA,782.6,NetBanking,Laptop,16,0
193,C270,Singapore,3153.96,Wallet,Laptop,15,0
194,C640,Germany,3678.39,Wallet,Tablet,18,0
195,C135,Germany,4298.92,Credit Card,Mobile,4,1
196,C624,UAE,4703.48,Debit Card,Laptop,22,1
197,C259,Germany,1012.51,UPI,Tablet,5,0
198,C938,UAE,1552.31,UPI,Laptop,23,0
199,C798,Singapore,1205.41,NetBanking,Mobile,16,0
200,C342,UK,1797.01,Wallet,Tablet,15,0
201,C185,UAE,4573.75,Debit Card,Mobile,15,0
202,C895,USA,2877.69,NetBanking,Tablet,6,0
203,C677,UK,3692.27,Debit Card,Laptop,15,0
204,C781,Singapore,2453.15,Wallet,Laptop,8,0
205,C656,Germany,149.15,UPI,Mobile,22,0
206,C673,UAE,325.66,Credit Card,Mobile,5,0
207,C745,USA,2691.93,Debit Card,Tablet,15,0
208,C895,India,3595.35,UPI,Mobile,8,0
209,C127,India,1080.58,Debit Card,Mobile,3,0
210,C719,UK,3610.94,Debit Card,Laptop,21,0
211,C655,Germany,4054.28,Debit Card,Laptop,5,0
212,C439,India,2062.43,Wallet,Laptop,13,0
213,C897,UK,3733.36,NetBanking,Laptop,2,0
214,C430,Singapore,2023.13,Debit Card,Laptop,22,0
215,C739,UK,3393.36,Wallet,Laptop,16,0
216,C605,UK,3821.17,Credit Card,Laptop,10,0
217,C447,UK,4959.67,NetBanking,Tablet,23,0
218,C572,USA,1730.26,Wallet,Laptop,7,1
219,C330,UK,2058.15,Credit Card,Laptop,7,0
220,C289,UAE,832.27,NetBanking,Laptop,3,0
221,C324,UK,1024.34,Wallet,Laptop,14,0
222,C484,USA,3468.51,Credit Card,Laptop,15,0
223,C476,USA,4585.64,Wallet,Mobile,21,0
224,C382,Singapore,1976.05,Credit Card,Mobile,10,0
225,C732,Germany,903.32,Debit Card,Laptop,6,0
226,C727,India,1429.07,Debit Card,Laptop,17,0
227,C844,India,2277.98,NetBanking,Laptop,5,0
228,C358,UK,1456.8,Credit Card,Tablet,23,0
229,C458,Singapore,1171.73,Debit Card,Laptop,3,0
230,C809,UK,3681.24,NetBanking,Tablet,4,0
231,C555,India,44.19,UPI,Tablet,23,0
232,C510,USA,2698.46,Debit Card,Laptop,2,0
233,C748,Germany,3969.87,Debit Card,Mobile,5,0
234,C417,Singapore,1334.81,Wallet,Laptop,13,0
235,C776,USA,3018.44,UPI,Laptop,0,0
236,C324,Germany,3346.16,Credit Card,Mobile,19,1
237,C918,Singapore,3276.85,NetBanking,Mobile,13,0
238,C333,Singapore,2232.02,UPI,Laptop,5,0
239,C783,India,1736.16,Credit Card,Laptop,2,0
240,C763,USA,4180.44,Debit Card,Tablet,16,0
241,C926,Singapore,3793.44,NetBanking,Mobile,21,0
242,C473,UAE,1609.67,NetBanking,Tablet,13,0
243,C771,Singapore,519.58,UPI,Tablet,18,0
244,C707,Germany,363.68,Wallet,Tablet,23,0
245,C571,India,475.91,Credit Card,Tablet,6,0
246,C332,UK,2916.43,UPI,Mobile,10,0
247,C791,India,263.05,Wallet,Mobile,6,0
248,C212,UK,1687.95,Wallet,Mobile,12,0
249,C929,USA,3767.23,Wallet,Laptop,23,0
250,C596,USA,1475.27,NetBanking,Tablet,22,0
251,C541,Singapore,3817.72,Credit Card,Laptop,20,0
252,C663,UAE,3728.61,Credit Card,Mobile,23,0
253,C367,USA,1232.91,UPI,Mobile,13,0
254,C609,Singapore,3645.47,Debit Card,Laptop,23,0
255,C906,India,3740.14,UPI,Tablet,10,0
256,C485,USA,1990.28,Credit Card,Mobile,7,0
257,C486,India,1056.05,NetBanking,Tablet,11,0
258,C212,India,2608.75,UPI,Tablet,14,0
259,C712,UAE,4607.38,Debit Card,Mobile,9,0
260,C724,USA,3199.89,UPI,Laptop,21,0
261,C180,India,868.75,Wallet,Tablet,1,0
262,C798,UAE,3415.37,Debit Card,Laptop,23,0
263,C212,UAE,2138.88,Wallet,Tablet,12,0
264,C101,USA,2959.69,NetBanking,Tablet,9,0
265,C741,UAE,3671.65,Credit Card,Mobile,16,1
266,C319,USA,2577.16,UPI,Laptop,21,1
267,C665,USA,4070.85,UPI,Tablet,9,0
268,C954,UK,3612.17,Wallet,Laptop,21,0
269,C835,India,3077.29,Wallet,Tablet,5,0
270,C324,Germany,758.21,Credit Card,Laptop,19,0
271,C484,USA,4180.57,UPI,Laptop,0,0
272,C502,India,4679.85,Credit Card,Mobile,16,0
273,C737,UAE,689.14,Wallet,Tablet,0,0
274,C229,Singapore,2443.76,Wallet,Tablet,4,0
275,C152,USA,1298.15,Debit Card,Tablet,14,0
276,C783,UAE,3773.84,Wallet,Tablet,22,1
277,C829,UAE,3609.54,Wallet,Mobile,0,1
278,C771,UAE,708.72,Credit Card,Mobile,16,0
279,C809,UAE,4385.75,Debit Card,Tablet,13,0
280,C515,UAE,908.96,Debit Card,Laptop,12,0
281,C346,USA,3987.31,UPI,Mobile,10,0
282,C935,Germany,2287.62,NetBanking,Laptop,11,0
283,C538,UK,1644.72,UPI,Laptop,5,0
284,C302,UAE,795.41,UPI,Laptop,10,0
285,C283,UAE,842.23,UPI,Tablet,1,0
286,C222,UK,3311.14,Debit Card,Mobile,17,0
287,C500,USA,2754.4,Credit Card,Tablet,11,0
288,C866,India,614.82,Wallet,Laptop,22,0
289,C393,Singapore,567.93,Debit Card,Tablet,14,0
290,C379,Singapore,366.19,Wallet,Laptop,8,0
291,C936,India,3720.12,Wallet,Tablet,7,0
292,C983,USA,3560.85,NetBanking,Tablet,17,0
293,C709,Singapore,296.86,UPI,Mobile,15,0
294,C297,UK,2803.55,NetBanking,Mobile,22,0
295,C610,India,427.96,UPI,Laptop,20,0
296,C851,Germany,4519.21,Debit Card,Laptop,9,0
297,C243,USA,4536.05,Wallet,Laptop,11,0
298,C708,India,3492.67,NetBanking,Tablet,19,0
299,C300,Singapore,4631.31,Debit Card,Laptop,11,0
300,C223,USA,4058.21,Debit Card,Mobile,9,0
301,C286,UK,4143.55,UPI,Laptop,13,0
302,C425,USA,2850.69,Wallet,Laptop,3,0
303,C563,USA,1533.77,UPI,Tablet,14,0
304,C448,UK,1092.91,UPI,Mobile,19,0
305,C870,UAE,1639.36,Debit Card,Laptop,8,0
306,C759,UK,3144.33,UPI,Mobile,6,0
307,C863,USA,867.42,Credit Card,Laptop,6,0
308,C502,UK,1296.91,Wallet,Mobile,19,0
309,C445,UAE,2342.96,UPI,Laptop,8,1
310,C610,India,1169.09,UPI,Laptop,23,0
311,C246,UK,2945.28,NetBanking,Tablet,9,0
312,C247,UK,4616.26,Wallet,Tablet,19,0
313,C963,USA,3741.71,Wallet,Mobile,12,1
314,C810,India,3333.8,UPI,Mobile,5,0
315,C919,Germany,2915.69,Credit Card,Mobile,3,0
316,C588,Germany,2442.3,NetBanking,Mobile,16,0
317,C739,Singapore,936.89,Credit Card,Tablet,20,0
318,C650,UK,4474.08,UPI,Mobile,13,1
319,C437,UK,1246.44,Wallet,Laptop,2,0
320,C971,India,461.09,Wallet,Laptop,0,0
321,C740,UAE,3751.33,Credit Card,Laptop,17,0
322,C878,Germany,882.2,Debit Card,Tablet,1,0
323,C572,Singapore,1862.62,UPI,Mobile,7,0
324,C250,India,146.28,Wallet,Laptop,15,0
325,C514,UK,689.65,Debit Card,Laptop,3,0
326,C397,Germany,870.15,Wallet,Tablet,18,0
327,C710,Singapore,276.78,Wallet,Tablet,19,0
328,C362,USA,3285,Debit Card,Tablet,9,0
329,C863,Germany,4185.85,Credit Card,Laptop,16,0
330,C243,Singapore,1869.71,UPI,Tablet,16,0
331,C445,India,4373.51,Debit Card,Laptop,20,0
332,C723,USA,1070.67,Debit Card,Mobile,6,0
333,C671,Singapore,1630.33,Wallet,Laptop,8,0
334,C980,Singapore,757.93,Debit Card,Mobile,6,0
335,C101,UK,3104.69,UPI,Laptop,20,0
336,C996,UAE,2102.25,Credit Card,Mobile,2,0
337,C403,Germany,3068.35,Credit Card,Laptop,23,0
338,C353,UK,3809.57,Credit Card,Laptop,11,0
339,C751,USA,2730.79,UPI,Laptop,22,0
340,C552,UAE,3140.01,Wallet,Laptop,3,0
341,C136,Singapore,4676.58,UPI,Tablet,16,0
342,C259,UK,1498.83,Debit Card,Laptop,2,0
343,C108,UAE,1799.02,NetBanking,Laptop,10,0
344,C332,Germany,3589.93,NetBanking,Tablet,7,0
345,C198,USA,3058.47,NetBanking,Tablet,1,0
346,C758,India,896.77,Credit Card,Tablet,13,0
347,C915,UK,1883.86,UPI,Tablet,3,0
348,C307,USA,2341.85,UPI,Tablet,15,0
349,C230,India,2099.85,Credit Card,Tablet,13,0
350,C503,UK,895.48,Debit Card,Tablet,6,0
351,C251,USA,4622.53,NetBanking,Tablet,9,0
352,C153,USA,3812.78,NetBanking,Tablet,11,0
353,C219,UAE,2409.37,Credit Card,Tablet,22,0
354,C772,UK,3401.9,NetBanking,Tablet,7,0
355,C727,USA,4486.93,Wallet,Mobile,22,0
356,C686,Singapore,685.19,UPI,Laptop,10,0
357,C724,UK,1255.61,NetBanking,Laptop,19,0
358,C519,USA,2715.79,NetBanking,Tablet,12,0
359,C521,UAE,3996.06,Wallet,Tablet,11,0
360,C203,India,186.09,Debit Card,Mobile,6,0
361,C951,India,4920.17,Debit Card,Tablet,20,0
362,C353,Singapore,2277.26,Wallet,Mobile,11,0
363,C326,UK,1799.36,Debit Card,Laptop,9,1
364,C211,UAE,1467.16,Credit Card,Laptop,6,0
365,C609,USA,875.91,Wallet,Tablet,18,0
366,C572,USA,3958.91,UPI,Mobile,6,0
367,C198,India,4777.29,UPI,Mobile,22,0
368,C252,UAE,2071.16,UPI,Laptop,17,0
369,C960,Singapore,4762.34,NetBanking,Laptop,23,0
370,C995,India,4119.87,Wallet,Mobile,22,0
371,C977,India,2407.85,Wallet,Mobile,11,0
372,C437,Singapore,3371.76,Debit Card,Laptop,3,0
373,C805,UK,2177.75,Wallet,Mobile,0,0
374,C921,USA,2795.82,Wallet,Laptop,4,0
375,C262,UK,294.94,Debit Card,Mobile,9,0
376,C819,UAE,3482.84,Wallet,Tablet,6,0
377,C780,Germany,268.86,Wallet,Laptop,19,0
378,C260,Germany,4086.34,Credit Card,Mobile,6,0
379,C679,Germany,4125.61,Debit Card,Laptop,12,0
380,C900,Singapore,1189.2,Credit Card,Mobile,13,0
381,C497,India,1621.7,NetBanking,Tablet,4,0
382,C376,UK,2409.15,Debit Card,Tablet,20,0
383,C915,USA,2985.33,Wallet,Tablet,1,0
384,C603,Germany,1440.33,Wallet,Laptop,13,1
385,C995,UK,2964.47,Credit Card,Tablet,20,0
386,C491,Germany,1492.45,Credit Card,Laptop,7,0
387,C234,Germany,282.18,NetBanking,Tablet,19,0
388,C294,USA,17.63,NetBanking,Laptop,1,1
389,C500,UAE,510.25,Wallet,Tablet,7,0
390,C739,UAE,3962.29,UPI,Mobile,19,0
391,C132,UAE,4807.35,NetBanking,Mobile,4,1
392,C787,Singapore,2137.7,Wallet,Laptop,11,0
393,C559,India,2565.86,NetBanking,Tablet,6,0
394,C982,Singapore,738.51,Debit Card,Tablet,20,0
395,C569,UK,2757.4,Credit Card,Mobile,12,0
396,C474,Singapore,727.55,Wallet,Tablet,14,0
397,C121,UK,3058.02,NetBanking,Tablet,9,0
398,C849,UK,4666.63,Credit Card,Laptop,3,0
399,C769,India,982.51,UPI,Mobile,15,0
400,C137,USA,3824,NetBanking,Tablet,6,0
401,C329,India,122.39,Wallet,Tablet,12,0
402,C464,UAE,1880.61,Debit Card,Laptop,3,0
403,C662,UAE,558.19,Credit Card,Laptop,11,0
404,C537,Singapore,1765.61,Credit Card,Laptop,19,0
405,C875,UK,871.82,Debit Card,Laptop,1,0
406,C382,Germany,1869.66,Wallet,Tablet,4,0
407,C126,Germany,2090.53,UPI,Tablet,7,0
408,C325,UK,1506.45,Debit Card,Tablet,3,0
409,C376,India,3284.83,UPI,Laptop,1,0
410,C897,USA,4594.67,Wallet,Tablet,5,0
411,C708,India,2005.97,NetBanking,Mobile,2,0
412,C383,UK,965.75,NetBanking,Mobile,13,0
413,C978,UK,1357.26,Wallet,Tablet,9,0
414,C580,USA,4270.73,UPI,Laptop,10,0
415,C552,Singapore,2860.34,Debit Card,Mobile,4,0
416,C928,Singapore,2277.78,Wallet,Tablet,21,0
417,C915,USA,752.44,Wallet,Mobile,15,0
418,C758,Singapore,2251.39,NetBanking,Mobile,8,0
419,C615,Germany,1396.07,Debit Card,Mobile,20,0
420,C646,Singapore,4716.1,NetBanking,Mobile,15,0
421,C291,Singapore,4420.93,UPI,Tablet,8,0
422,C148,Singapore,424.09,UPI,Mobile,16,0
423,C611,Germany,2585.68,Credit Card,Tablet,11,0
424,C116,Singapore,1129.17,Wallet,Mobile,14,0
425,C271,UAE,2056.83,Debit Card,Mobile,9,1
426,C319,Germany,4384.86,Debit Card,Mobile,3,1
427,C257,USA,2639.94,NetBanking,Tablet,16,0
428,C576,India,1674.41,NetBanking,Mobile,17,0
429,C145,USA,1043.4,Debit Card,Mobile,17,0
430,C472,India,4002.62,NetBanking,Laptop,9,0
431,C617,USA,3124.47,Credit Card,Mobile,10,0
432,C198,UAE,2342.99,Wallet,Laptop,20,0
433,C991,India,1091.33,Credit Card,Tablet,0,0
434,C844,India,1674.56,UPI,Mobile,9,0
435,C136,UK,4799.42,Debit Card,Mobile,2,1
436,C379,India,2602.85,Credit Card,Laptop,5,0
437,C448,India,2006.49,Credit Card,Laptop,16,0
438,C596,UK,2609.5,NetBanking,Mobile,11,0
439,C401,Singapore,3896.05,NetBanking,Tablet,10,0
440,C280,Singapore,1703.84,NetBanking,Laptop,16,0
441,C706,UK,897.64,UPI,Mobile,2,0
442,C198,Germany,2926.76,Credit Card,Laptop,8,0
443,C799,India,3327.69,Wallet,Tablet,17,0
444,C215,India,3565.03,NetBanking,Laptop,5,0
445,C290,UK,4410.53,UPI,Mobile,2,1
446,C352,UK,1859.01,UPI,Laptop,5,0
447,C260,Germany,381.4,NetBanking,Tablet,10,0
448,C355,UAE,4791.95,Debit Card,Mobile,10,0
449,C422,Singapore,2177.88,Credit Card,Mobile,6,0
450,C227,USA,3118.17,NetBanking,Mobile,12,0
451,C117,UAE,3333.2,Wallet,Mobile,12,0
452,C892,Singapore,2734.84,Credit Card,Tablet,6,0
453,C834,India,1030.26,UPI,Mobile,13,0
454,C665,UAE,3776.94,Wallet,Tablet,1,0
455,C669,UK,4019.74,Credit Card,Tablet,2,0
456,C422,Germany,2767.11,Wallet,Laptop,3,0
457,C971,Singapore,2445.36,UPI,Laptop,7,0
458,C785,Germany,574.12,NetBanking,Mobile,20,0
459,C891,Singapore,424.34,Wallet,Mobile,0,0
460,C725,UAE,1701.13,NetBanking,Tablet,8,0
461,C387,India,1557.68,UPI,Laptop,16,0
462,C953,USA,4768.51,UPI,Mobile,17,0
463,C762,Germany,3919.2,Wallet,Mobile,6,0
464,C738,Germany,3301.32,Wallet,Tablet,2,0
465,C254,USA,2590.65,UPI,Laptop,21,0
466,C589,Germany,841,Wallet,Mobile,15,0
467,C485,Germany,4892.39,Wallet,Mobile,7,0
468,C884,Singapore,1878.33,Wallet,Mobile,4,0
469,C203,Singapore,539.09,Wallet,Mobile,16,0
470,C492,USA,2471.53,Credit Card,Mobile,18,0
471,C910,India,4370.62,UPI,Mobile,17,0
472,C345,UAE,4437.02,UPI,Laptop,21,0
473,C275,UAE,59.77,Debit Card,Tablet,4,0
474,C138,Germany,4432.05,NetBanking,Tablet,6,0
475,C576,India,1361.06,Debit Card,Tablet,17,0
476,C781,USA,199.67,Wallet,Mobile,12,0
477,C858,USA,4239.71,Wallet,Tablet,21,0
478,C637,Singapore,4320.01,Credit Card,Laptop,10,1
479,C966,Germany,2983.17,Credit Card,Mobile,4,0
480,C917,UK,2874.3,Credit Card,Laptop,21,0
481,C507,USA,4066.54,Credit Card,Mobile,14,0
482,C624,Germany,3932.62,Credit Card,Mobile,20,0
483,C927,India,4451.08,Credit Card,Tablet,6,0
484,C605,Singapore,2765.97,Credit Card,Laptop,4,0
485,C924,UAE,4838.4,Credit Card,Tablet,6,0
486,C135,India,4980.75,Credit Card,Mobile,16,0
487,C784,USA,587.14,UPI,Laptop,8,0
488,C119,USA,4248.47,Credit Card,Laptop,5,0
489,C420,India,2501.61,NetBanking,Mobile,8,0
490,C875,USA,1940.89,Credit Card,Tablet,16,0
491,C611,Germany,3067.3,Wallet,Mobile,1,1
492,C499,USA,284.55,Wallet,Laptop,22,1
493,C753,Singapore,2534.77,Credit Card,Laptop,19,0
494,C982,Germany,4355.1,Credit Card,Laptop,12,0
495,C570,UK,1071.24,Wallet,Mobile,16,0
496,C242,USA,2134.82,NetBanking,Laptop,20,0
497,C191,USA,4697.71,Debit Card,Laptop,19,0
498,C453,Singapore,2145.68,UPI,Tablet,5,0
499,C933,Singapore,1795.05,Wallet,Tablet,22,0
500,C899,UAE,2205.48,Credit Card,Laptop,18,0
501,C826,India,2599.67,UPI,Tablet,5,1
502,C953,India,3161.8,Credit Card,Mobile,1,1
503,C150,India,4004.46,Debit Card,Tablet,12,0
504,C764,Singapore,2263.25,Debit Card,Tablet,19,0
